
=== CANONICAL COLLECTION ===
----------------------------------- State 0 -----------------------------------
[ Goal            -> *Program                                     , End ]
[ Factor        -> *true                                     , || ]
[ Factor        -> *false                                    , || ]
[ Factor        -> *Access                                   , && ]
[ Factor        -> *integer                                  , && ]
[ Factor        -> *floating                                 , && ]
[ Factor        -> *litstring                                , && ]
[ Factor        -> *true                                     , && ]
[ Factor        -> *false                                    , && ]
[ Factor        -> *Access                                   , =? ]
[ Factor        -> *integer                                  , =? ]
[ Factor        -> *floating                                 , =? ]
[ Factor        -> *litstring                                , =? ]
[ Factor        -> *true                                     , =? ]
[ Factor        -> *false                                    , =? ]
[ Factor        -> *Access                                   , >= ]
[ Factor        -> *integer                                  , >= ]
[ Factor        -> *floating                                 , >= ]
[ Factor        -> *litstring                                , >= ]
[ Factor        -> *true                                     , >= ]
[ Factor        -> *false                                    , >= ]
[ Factor        -> *Access                                   , <= ]
[ Factor        -> *integer                                  , <= ]
[ Factor        -> *floating                                 , <= ]
[ Factor        -> *litstring                                , <= ]
[ Factor        -> *true                                     , <= ]
[ Factor        -> *false                                    , <= ]
[ Factor        -> *Access                                   , > ]
[ Factor        -> *integer                                  , > ]
[ Factor        -> *floating                                 , > ]
[ Factor        -> *litstring                                , > ]
[ Factor        -> *true                                     , > ]
[ Factor        -> *false                                    , > ]
[ Factor        -> *Access                                   , < ]
[ Factor        -> *integer                                  , < ]
[ Factor        -> *floating                                 , < ]
[ Factor        -> *litstring                                , < ]
[ Factor        -> *true                                     , < ]
[ Factor        -> *false                                    , < ]
[ Factor        -> *Access                                   , + ]
[ Factor        -> *integer                                  , + ]
[ Factor        -> *floating                                 , + ]
[ Factor        -> *litstring                                , + ]
[ Factor        -> *true                                     , + ]
[ Factor        -> *false                                    , + ]
[ Factor        -> *Access                                   , - ]
[ Factor        -> *integer                                  , - ]
[ Factor        -> *floating                                 , - ]
[ Factor        -> *litstring                                , - ]
[ Factor        -> *true                                     , - ]
[ Factor        -> *false                                    , - ]
[ Factor        -> *Access                                   , * ]
[ Factor        -> *integer                                  , * ]
[ Factor        -> *floating                                 , * ]
[ Factor        -> *litstring                                , * ]
[ Factor        -> *true                                     , * ]
[ Factor        -> *false                                    , * ]
[ Factor        -> *Access                                   , / ]
[ Factor        -> *integer                                  , / ]
[ Factor        -> *floating                                 , / ]
[ Factor        -> *litstring                                , / ]
[ Factor        -> *true                                     , / ]
[ Factor        -> *false                                    , / ]
[ Access        -> *Access [ Expr ]                          , ; ]
[ Access        -> *Access ( Args )                          , ; ]
[ Access        -> *Access . Identifier                      , ; ]
[ Access        -> *AccessBase                               , ; ]
[ Access        -> *Access [ Expr ]                          , || ]
[ Access        -> *Access ( Args )                          , || ]
[ Access        -> *Access . Identifier                      , || ]
[ Access        -> *AccessBase                               , || ]
[ Access        -> *Access [ Expr ]                          , && ]
[ Access        -> *Access ( Args )                          , && ]
[ Access        -> *Access . Identifier                      , && ]
[ Access        -> *AccessBase                               , && ]
[ Access        -> *Access [ Expr ]                          , =? ]
[ Access        -> *Access ( Args )                          , =? ]
[ Access        -> *Access . Identifier                      , =? ]
[ Access        -> *AccessBase                               , =? ]
[ Access        -> *Access [ Expr ]                          , >= ]
[ Access        -> *Access ( Args )                          , >= ]
[ Access        -> *Access . Identifier                      , >= ]
[ Access        -> *AccessBase                               , >= ]
[ Access        -> *Access [ Expr ]                          , <= ]
[ Access        -> *Access ( Args )                          , <= ]
[ Access        -> *Access . Identifier                      , <= ]
[ Access        -> *AccessBase                               , <= ]
[ Access        -> *Access [ Expr ]                          , > ]
[ Access        -> *Access ( Args )                          , > ]
[ Access        -> *Access . Identifier                      , > ]
[ Access        -> *AccessBase                               , > ]
[ Access        -> *Access [ Expr ]                          , < ]
[ Access        -> *Access ( Args )                          , < ]
[ Access        -> *Access . Identifier                      , < ]
[ Access        -> *AccessBase                               , < ]
[ Access        -> *Access [ Expr ]                          , + ]
[ Access        -> *Access ( Args )                          , + ]
[ Access        -> *Access . Identifier                      , + ]
[ Access        -> *AccessBase                               , + ]
[ Access        -> *Access [ Expr ]                          , - ]
[ Access        -> *Access ( Args )                          , - ]
[ Access        -> *Access . Identifier                      , - ]
[ Access        -> *AccessBase                               , - ]
[ Access        -> *Access [ Expr ]                          , * ]
[ Access        -> *Access ( Args )                          , * ]
[ Access        -> *Access . Identifier                      , * ]
[ Access        -> *AccessBase                               , * ]
[ Access        -> *Access [ Expr ]                          , / ]
[ Access        -> *Access ( Args )                          , / ]
[ Access        -> *Access . Identifier                      , / ]
[ Access        -> *AccessBase                               , / ]
[ Access        -> *Access [ Expr ]                          , [ ]
[ Access        -> *Access ( Args )                          , [ ]
[ Access        -> *Access . Identifier                      , [ ]
[ Access        -> *AccessBase                               , [ ]
[ Access        -> *Access [ Expr ]                          , ( ]
[ Access        -> *Access ( Args )                          , ( ]
[ Access        -> *Access . Identifier                      , ( ]
[ Access        -> *AccessBase                               , ( ]
[ Access        -> *Access [ Expr ]                          , . ]
[ Access        -> *Access ( Args )                          , . ]
[ Access        -> *Access . Identifier                      , . ]
[ Access        -> *AccessBase                               , . ]
[ AccessBase    -> *Identifier                               , ; ]
[ AccessBase    -> *( Expr )                                 , ; ]
[ AccessBase    -> *Identifier                               , || ]
[ AccessBase    -> *( Expr )                                 , || ]
[ AccessBase    -> *Identifier                               , && ]
[ AccessBase    -> *( Expr )                                 , && ]
[ AccessBase    -> *Identifier                               , =? ]
[ AccessBase    -> *( Expr )                                 , =? ]
